gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,some high school,standard,completed,65,71,71
male,group D,some college,standard,completed,77,76,78
female,group B,associate's degree,free/reduced,none,62,74,78
female,group C,some college,standard,completed,89,96,93
female,group C,some high school,free/reduced,completed,32,51,45
female,group C,master's degree,standard,none,58,71,75
female,group C,high school,free/reduced,none,40,59,58
male,group B,bachelor's degree,free/reduced,completed,84,86,84
male,group C,high school,standard,none,78,72,64
male,group E,some high school,standard,none,86,75,68
female,group D,some college,standard,none,92,94,98
female,group C,associate's degree,standard,completed,94,100,100
male,group D,some college,free/reduced,none,54,48,52
female,group E,some college,standard,completed,99,100,100
male,group E,associate's degree,free/reduced,none,75,71,67
female,group B,high school,standard,none,63,81,77
female,group B,high school,free/reduced,none,47,65,62
male,group D,bachelor's degree,standard,completed,87,78,82
male,group B,some college,standard,none,87,71,78
male,group C,bachelor's degree,free/reduced,completed,63,69,70
male,group B,some high school,free/reduced,completed,63,53,54
male,group C,some college,free/reduced,completed,42,46,45
male,group C,some college,free/reduced,none,71,69,70
male,group D,some college,standard,none,74,69,76
male,group C,some college,standard,completed,73,72,71
male,group C,some high school,standard,none,67,57,55
female,group C,associate's degree,standard,none,60,69,69
male,group A,master's degree,standard,completed,69,74,72
female,group C,some college,standard,none,77,83,80
female,group B,bachelor's degree,standard,none,75,82,80
male,group C,master's degree,standard,none,64,63,58
male,group C,associate's degree,free/reduced,none,70,79,70
female,group C,associate's degree,standard,completed,54,61,64
female,group B,some college,standard,none,62,66,58
male,group D,associate's degree,standard,completed,71,82,78
male,group B,some college,standard,none,85,75,71
male,group B,associate's degree,standard,none,72,65,61
female,group A,some high school,standard,none,61,62,63
female,group B,bachelor's degree,standard,none,61,62,62
female,group C,associate's degree,standard,none,61,67,71
female,group D,high school,free/reduced,none,52,57,60
female,group B,associate's degree,free/reduced,none,56,82,78
female,group C,master's degree,standard,none,84,89,89
female,group E,bachelor's degree,standard,completed,88,99,97
male,group E,high school,standard,none,85,72,68
male,group C,associate's degree,free/reduced,none,53,46,44
female,group B,bachelor's degree,standard,completed,73,77,89
female,group C,some high school,standard,none,55,62,52
female,group D,associate's degree,standard,none,81,86,83
male,group D,high school,free/reduced,none,76,76,77
male,group C,associate's degree,free/reduced,none,61,54,51
male,group C,some high school,standard,none,75,73,72
male,group A,some high school,standard,completed,99,81,89
male,group C,some college,standard,none,42,29,30
female,group C,associate's degree,standard,none,48,61,57
male,group C,some high school,standard,none,63,62,57
female,group C,some high school,standard,completed,74,86,87
male,group D,high school,standard,none,82,76,73
male,group D,high school,standard,none,50,50,47
female,group E,some college,standard,completed,89,88,96
female,group A,bachelor's degree,standard,completed,68,87,89
female,group E,some college,standard,completed,82,81,81
female,group D,some high school,standard,completed,54,74,76
female,group B,some high school,standard,none,81,89,83
female,group C,bachelor's degree,free/reduced,none,82,83,86
male,group C,some high school,standard,completed,89,79,87
male,group B,high school,free/reduced,none,79,73,69
female,group B,some high school,standard,none,83,97,91
female,group B,some college,standard,completed,59,67,75
male,group D,some college,free/reduced,none,50,47,45
female,group B,some college,standard,none,66,76,72
female,group A,associate's degree,free/reduced,none,68,78,82
male,group D,some college,free/reduced,none,42,36,33
male,group B,associate's degree,standard,none,38,47,43
male,group D,associate's degree,free/reduced,none,60,56,55
female,group D,high school,free/reduced,none,60,80,80
male,group C,associate's degree,standard,none,75,72,73
male,group C,associate's degree,free/reduced,none,58,66,56
male,group C,some college,free/reduced,none,55,56,54
female,group D,bachelor's degree,standard,none,77,84,87
male,group C,associate's degree,standard,none,56,62,56
female,group A,bachelor's degree,free/reduced,none,49,59,56
female,group D,high school,free/reduced,none,58,65,62
female,group E,associate's degree,free/reduced,none,62,61,62
male,group B,high school,standard,completed,69,65,66
male,group B,some college,standard,none,71,70,65
female,group C,bachelor's degree,free/reduced,completed,60,87,87
male,group E,some high school,standard,none,65,54,51
female,group A,associate's degree,standard,none,59,65,59
male,group D,high school,standard,none,86,82,73
male,group C,high school,standard,completed,97,90,93
male,group C,associate's degree,standard,completed,67,69,67
male,group E,associate's degree,standard,completed,96,95,96
female,group D,associate's degree,standard,none,78,80,86
female,group D,high school,free/reduced,none,52,63,66
female,group B,some college,standard,none,87,97,94
male,group E,associate's degree,standard,none,74,62,61
female,group E,some high school,free/reduced,none,54,59,60
male,group D,master's degree,standard,none,78,73,79
male,group E,high school,standard,none,100,81,82
male,group B,some college,standard,completed,78,79,75
male,group D,some college,standard,none,84,69,69
female,group A,master's degree,free/reduced,none,74,78,75
male,group E,associate's degree,free/reduced,none,71,65,59
male,group A,high school,standard,none,65,52,48
female,group B,some college,standard,none,42,57,53
male,group B,bachelor's degree,standard,none,80,70,71
female,group B,bachelor's degree,free/reduced,none,42,54,56
female,group B,some high school,standard,completed,51,71,64
female,group E,some college,free/reduced,completed,64,68,71
female,group B,some high school,free/reduced,completed,51,68,67
female,group B,high school,free/reduced,none,45,65,61
female,group C,master's degree,standard,none,88,100,100
male,group C,some high school,free/reduced,none,41,37,32
female,group C,high school,standard,completed,76,89,81
female,group C,associate's degree,standard,completed,72,80,82
female,group C,some college,free/reduced,none,38,48,46
male,group D,some high school,standard,none,67,55,51
male,group C,some college,standard,none,88,90,80
female,group D,some college,standard,none,92,96,94
female,group E,bachelor's degree,free/reduced,none,67,73,73
female,group E,high school,free/reduced,completed,68,78,69
male,group A,some college,standard,none,76,71,72
female,group C,some high school,standard,none,56,63,57
male,group C,master's degree,standard,none,90,98,97
female,group E,high school,free/reduced,completed,67,80,77
male,group C,associate's degree,standard,completed,49,56,54
female,group C,high school,standard,none,52,57,50
male,group E,associate's degree,standard,none,82,78,76
female,group A,bachelor's degree,standard,completed,55,73,75
male,group C,master's degree,free/reduced,none,34,34,38
male,group E,high school,standard,none,99,88,79
male,group B,some high school,standard,none,36,25,25
male,group C,some college,standard,none,78,72,77
male,group D,some high school,standard,completed,75,67,76
female,group B,some college,free/reduced,none,70,81,81
female,group D,high school,standard,none,77,83,83
male,group C,master's degree,standard,none,61,54,55
male,group E,bachelor's degree,standard,completed,100,100,100
female,group D,master's degree,free/reduced,none,70,73,77
female,group C,some high school,standard,none,63,76,77
female,group D,bachelor's degree,standard,none,67,74,73
female,group B,bachelor's degree,standard,completed,73,90,92
female,group C,associate's degree,standard,none,74,80,83
male,group D,associate's degree,standard,none,75,64,66
female,group C,high school,standard,completed,78,87,84
male,group C,high school,standard,none,52,45,44
female,group C,bachelor's degree,standard,none,53,69,67
male,group D,associate's degree,standard,completed,64,60,68
female,group C,associate's degree,standard,completed,68,75,74
male,group C,bachelor's degree,standard,completed,76,64,70
male,group C,some high school,standard,completed,70,69,67
female,group D,associate's degree,standard,none,93,98,99
male,group C,some college,standard,none,78,68,64
male,group C,some college,free/reduced,none,68,64,58
female,group C,some college,standard,none,77,83,80
female,group B,high school,standard,completed,65,61,73
male,group D,high school,standard,completed,90,78,79
female,group B,some college,standard,none,67,80,76
female,group D,associate's degree,standard,none,84,87,84
male,group B,some college,standard,none,90,87,79
male,group D,associate's degree,free/reduced,none,47,40,40
male,group A,some high school,free/reduced,none,67,66,62
male,group C,associate's degree,free/reduced,completed,46,62,61
male,group C,high school,standard,completed,63,67,64
male,group A,high school,free/reduced,none,37,28,22
female,group D,some college,standard,none,64,73,68
female,group D,bachelor's degree,free/reduced,none,55,61,57
female,group C,master's degree,standard,none,77,81,79
male,group C,some high school,standard,none,74,70,64
male,group B,some high school,standard,none,63,67,65
male,group C,associate's degree,free/reduced,none,54,47,40
female,group C,bachelor's degree,standard,none,72,80,80
female,group A,high school,standard,none,55,63,58
female,group B,bachelor's degree,standard,none,78,83,83
female,group D,high school,free/reduced,completed,49,70,67
male,group B,associate's degree,standard,completed,63,61,60
female,group E,some college,standard,none,96,100,95
male,group C,some college,free/reduced,none,56,65,55
male,group B,high school,free/reduced,none,48,48,46
female,group B,associate's degree,free/reduced,none,64,69,71
female,group D,some college,standard,none,63,69,77
male,group D,master's degree,standard,none,60,61,55
female,group C,associate's degree,standard,none,47,70,64
female,group C,associate's degree,free/reduced,none,56,57,53
male,group E,some high school,standard,none,77,65,59
male,group D,some high school,standard,none,77,65,63
male,group D,some college,free/reduced,none,41,40,39
female,group D,associate's degree,free/reduced,none,36,51,50
male,group B,some college,free/reduced,none,47,42,43
male,group C,master's degree,standard,none,87,84,79
male,group D,high school,standard,none,51,52,50
female,group C,some college,free/reduced,none,35,43,45
female,group C,some college,free/reduced,none,68,84,89
male,group D,bachelor's degree,standard,none,71,64,71
female,group B,some college,standard,completed,64,77,79
male,group B,bachelor's degree,standard,none,73,71,62
male,group E,bachelor's degree,free/reduced,completed,61,64,68
female,group C,high school,standard,none,70,68,76
male,group D,associate's degree,standard,completed,77,75,79
female,group A,high school,free/reduced,completed,35,42,44
female,group E,some college,free/reduced,none,57,60,55
male,group B,some high school,standard,completed,91,86,86
male,group C,bachelor's degree,free/reduced,none,53,46,50
female,group E,some high school,standard,none,67,72,64
male,group C,bachelor's degree,free/reduced,none,48,53,55
female,group E,some high school,standard,none,75,82,82
male,group B,some high school,standard,completed,59,67,64
female,group C,some high school,standard,none,54,55,61
female,group C,some college,free/reduced,none,64,66,68
male,group C,bachelor's degree,standard,none,79,76,76
female,group C,some high school,free/reduced,completed,56,65,69
female,group C,some high school,free/reduced,none,58,71,72
female,group B,associate's degree,standard,none,57,65,66
male,group B,some high school,free/reduced,completed,57,59,54
male,group B,some college,standard,none,39,41,39
female,group A,associate's degree,standard,none,40,55,53
male,group E,associate's degree,standard,completed,61,60,55
male,group C,some college,free/reduced,completed,71,74,72
female,group C,high school,standard,none,78,76,79
female,group D,high school,standard,none,61,71,73
female,group C,associate's degree,free/reduced,completed,69,71,76
female,group B,some college,standard,none,87,87,91
male,group C,associate's degree,standard,none,78,73,70
female,group A,bachelor's degree,free/reduced,completed,49,70,64
male,group D,high school,standard,none,58,55,55
male,group D,some high school,standard,completed,77,76,67
female,group E,bachelor's degree,free/reduced,none,74,74,79
female,group D,high school,standard,none,55,72,74
female,group C,master's degree,free/reduced,completed,90,100,100
male,group C,associate's degree,free/reduced,none,43,44,41
male,group D,bachelor's degree,standard,none,83,75,68
male,group E,master's degree,free/reduced,completed,48,42,46
male,group C,some college,standard,none,85,79,81
female,group E,high school,free/reduced,none,66,71,66
male,group C,some college,standard,none,81,82,79
male,group E,associate's degree,free/reduced,none,71,68,62
male,group C,some high school,free/reduced,none,45,37,32
female,group C,some high school,free/reduced,completed,59,69,74
male,group C,master's degree,free/reduced,completed,73,76,81
female,group C,high school,standard,completed,60,79,74
male,group C,master's degree,free/reduced,none,68,60,55
male,group D,associate's degree,free/reduced,none,45,34,38
male,group E,associate's degree,standard,none,74,71,61
male,group D,some high school,free/reduced,none,53,61,58
male,group A,some college,free/reduced,completed,63,69,71
female,group D,associate's degree,standard,none,76,85,79
female,group C,associate's degree,standard,completed,53,55,63
female,group C,master's degree,standard,none,57,68,65
female,group A,bachelor's degree,standard,none,68,86,88
female,group B,associate's degree,free/reduced,none,42,48,48
male,group C,some college,standard,completed,76,71,67
male,group D,some high school,free/reduced,none,70,64,65
female,group E,master's degree,free/reduced,none,81,85,79
female,group C,associate's degree,standard,none,70,78,76
female,group C,some college,standard,none,52,66,62
male,group C,some high school,free/reduced,completed,81,80,79
male,group B,some college,standard,completed,83,68,71
female,group C,master's degree,standard,completed,51,63,69
male,group E,associate's degree,free/reduced,none,81,83,83
female,group D,some college,free/reduced,none,45,49,58
male,group D,some college,free/reduced,none,63,57,56
male,group E,master's degree,free/reduced,none,57,49,52
male,group B,associate's degree,standard,completed,97,90,86
male,group B,associate's degree,standard,none,76,75,70
female,group D,bachelor's degree,free/reduced,none,61,73,66
male,group D,some college,free/reduced,none,36,33,28
female,group A,associate's degree,standard,none,64,74,74
female,group C,bachelor's degree,standard,none,54,57,58
female,group C,some college,free/reduced,none,60,67,62
female,group D,master's degree,standard,none,94,100,100
male,group D,high school,standard,none,52,56,56
female,group C,some college,standard,none,49,52,57
female,group B,bachelor's degree,standard,none,48,62,62
male,group A,some high school,standard,none,66,70,58
female,group B,associate's degree,standard,none,55,64,65
female,group C,some high school,free/reduced,none,61,81,77
female,group A,bachelor's degree,standard,none,55,65,69
male,group E,high school,standard,none,79,67,72
female,group B,some high school,standard,none,47,52,59
male,group A,some college,free/reduced,none,71,63,64
male,group B,some college,standard,none,78,67,68
male,group E,master's degree,standard,none,90,72,73
male,group A,high school,standard,none,79,66,62
female,group D,high school,standard,completed,69,76,84
female,group C,high school,standard,none,62,67,64
male,group E,associate's degree,free/reduced,none,97,82,79
female,group D,high school,standard,completed,85,93,96
female,group C,master's degree,free/reduced,none,52,71,70
female,group C,associate's degree,standard,none,59,74,68
male,group D,associate's degree,free/reduced,none,60,68,63
female,group C,high school,standard,none,64,63,58
female,group C,some college,standard,none,45,59,59
male,group D,high school,standard,none,73,63,61
female,group E,some college,standard,none,88,98,97
female,group C,high school,standard,none,57,71,72
female,group C,associate's degree,standard,none,74,80,76
male,group C,some high school,free/reduced,completed,78,79,70
female,group C,associate's degree,standard,completed,78,98,89
female,group C,high school,standard,completed,44,67,64
male,group B,high school,standard,none,73,69,64
female,group D,some high school,standard,none,69,64,63
female,group C,associate's degree,standard,completed,88,85,85
male,group B,some college,standard,none,46,49,53
female,group D,some college,standard,none,76,79,82
female,group C,some college,free/reduced,none,35,60,53
female,group D,some high school,standard,none,54,57,64
male,group C,some high school,standard,completed,79,75,72
male,group B,associate's degree,free/reduced,completed,77,76,71
female,group E,high school,standard,completed,66,70,77
male,group E,master's degree,standard,none,99,94,92
female,group E,associate's degree,standard,none,63,74,64
female,group C,associate's degree,free/reduced,none,54,52,56
male,group E,associate's degree,free/reduced,none,77,64,56
female,group C,some college,free/reduced,none,55,72,70
male,group A,master's degree,standard,completed,72,74,74
male,group A,high school,free/reduced,completed,80,81,84
male,group D,associate's degree,standard,none,75,79,77
female,group C,some college,free/reduced,none,41,61,64
female,group B,some high school,free/reduced,none,34,48,44
female,group D,high school,standard,completed,61,77,79
male,group D,associate's degree,free/reduced,none,47,42,35
male,group D,bachelor's degree,free/reduced,completed,60,69,67
female,group C,bachelor's degree,standard,none,79,81,73
female,group D,high school,free/reduced,completed,56,85,83
male,group B,high school,standard,completed,74,73,72
male,group C,high school,free/reduced,completed,39,44,48
female,group C,associate's degree,free/reduced,completed,54,77,82
male,group E,associate's degree,free/reduced,none,89,88,76
female,group D,bachelor's degree,free/reduced,none,54,71,72
female,group D,some college,free/reduced,none,55,72,71
male,group D,some high school,free/reduced,completed,59,75,65
male,group B,some college,free/reduced,none,37,32,35
female,group C,some high school,free/reduced,none,59,76,70
female,group C,high school,standard,none,44,56,58
female,group E,some college,standard,completed,74,80,80
female,group E,some college,standard,none,64,59,63
male,group C,some high school,standard,none,62,66,62
male,group E,some college,standard,none,91,73,74
male,group D,some high school,free/reduced,none,65,64,59
female,group D,high school,free/reduced,completed,40,60,60
male,group C,high school,free/reduced,completed,35,33,26
female,group D,bachelor's degree,standard,none,80,87,87
female,group B,some college,standard,none,66,70,69
male,group C,some high school,standard,none,61,54,52
female,group B,some high school,standard,none,55,69,68
male,group B,some college,free/reduced,none,52,59,48
female,group E,high school,free/reduced,completed,63,73,72
female,group B,some college,standard,none,57,63,67
female,group E,associate's degree,free/reduced,completed,65,61,64
male,group E,master's degree,free/reduced,completed,72,85,80
male,group B,associate's degree,standard,none,83,86,83
female,group C,high school,standard,none,47,55,58
male,group D,high school,standard,none,81,72,68
male,group D,master's degree,standard,none,59,56,51
male,group C,associate's degree,free/reduced,none,43,38,34
female,group D,some college,standard,none,60,70,72
male,group D,high school,free/reduced,completed,45,49,49
male,group C,some college,free/reduced,none,51,49,47
female,group B,associate's degree,free/reduced,none,42,51,48
female,group C,some college,free/reduced,none,52,62,46
male,group C,some high school,standard,none,61,59,50
female,group E,associate's degree,free/reduced,none,71,82,81
female,group C,some college,standard,completed,83,88,93
male,group B,some high school,standard,none,78,64,67
male,group B,bachelor's degree,standard,none,66,69,67
male,group E,some high school,standard,none,76,71,64
male,group B,some college,standard,none,69,58,57
male,group C,some high school,free/reduced,none,71,67,61
male,group D,high school,standard,completed,64,58,65
male,group C,some high school,free/reduced,none,46,37,32
female,group C,some college,free/reduced,completed,83,89,90
female,group E,some college,free/reduced,completed,48,62,55
female,group B,some college,free/reduced,completed,42,50,52
female,group A,some high school,standard,none,51,63,57
female,group E,bachelor's degree,standard,none,78,82,89
female,group C,some college,standard,none,87,88,91
male,group E,some college,free/reduced,completed,76,64,63
female,group E,some high school,standard,completed,66,72,69
female,group B,some college,standard,none,45,52,51
male,group B,associate's degree,free/reduced,none,55,52,49
male,group C,some high school,standard,none,70,68,60
male,group C,high school,standard,none,79,70,61
male,group E,some college,standard,none,70,73,68
male,group E,some high school,standard,none,88,68,75
female,group D,some high school,standard,completed,70,74,75
male,group B,some college,standard,none,77,71,70
male,group C,some high school,free/reduced,none,48,41,38
female,group B,associate's degree,standard,none,71,86,83
female,group C,high school,standard,completed,61,76,76
male,group E,some high school,free/reduced,completed,66,58,61
male,group C,bachelor's degree,free/reduced,completed,50,63,58
male,group B,high school,free/reduced,completed,39,42,40
male,group C,associate's degree,free/reduced,completed,48,48,48
female,group C,some college,standard,completed,72,80,76
male,group C,associate's degree,standard,completed,88,74,75
female,group C,bachelor's degree,free/reduced,none,46,54,59
female,group C,associate's degree,free/reduced,none,47,60,60
male,group E,bachelor's degree,standard,completed,100,92,95
male,group D,high school,standard,completed,60,66,61
male,group B,some high school,standard,completed,66,69,69
female,group C,some college,free/reduced,none,41,45,46
male,group E,associate's degree,standard,none,100,89,91
male,group A,high school,free/reduced,none,56,50,43
male,group D,some high school,free/reduced,none,32,23,28
female,group B,master's degree,free/reduced,none,30,43,43
female,group E,high school,standard,completed,79,91,86
male,group E,some college,standard,none,96,82,82
female,group C,high school,free/reduced,none,42,62,56
female,group C,some high school,standard,none,76,76,80
male,group B,master's degree,standard,completed,86,74,72
female,group E,master's degree,free/reduced,completed,76,91,91
male,group D,high school,free/reduced,none,72,74,72
female,group B,high school,standard,none,74,91,88
female,group D,high school,free/reduced,completed,62,71,70
female,group E,associate's degree,standard,none,90,88,93
male,group D,some college,standard,none,62,54,50
female,group C,bachelor's degree,standard,none,48,58,54
female,group E,associate's degree,standard,none,74,80,76
male,group D,high school,free/reduced,completed,67,55,61
male,group D,high school,free/reduced,none,75,68,61
female,group B,some high school,free/reduced,none,69,81,78
female,group B,some college,standard,completed,53,62,68
female,group B,bachelor's degree,free/reduced,none,47,72,67
female,group C,master's degree,standard,none,87,96,92
male,group E,high school,standard,none,67,65,62
female,group B,high school,standard,none,69,75,71
male,group A,some college,free/reduced,none,49,56,51
female,group D,associate's degree,free/reduced,none,60,76,75
female,group B,associate's degree,standard,none,71,80,81
female,group C,some college,standard,completed,74,90,92
male,group D,high school,standard,none,70,60,61
female,group C,bachelor's degree,standard,none,89,95,91
female,group D,some college,standard,none,46,43,49
male,group C,high school,free/reduced,none,79,85,79
female,group D,some college,free/reduced,none,39,61,53
male,group E,master's degree,standard,completed,79,68,68
male,group C,associate's degree,standard,none,93,84,86
male,group C,high school,standard,none,77,76,75
male,group E,bachelor's degree,standard,none,79,68,66
female,group E,high school,free/reduced,completed,83,93,97
female,group E,associate's degree,standard,none,63,73,71
female,group E,bachelor's degree,standard,none,61,61,65
male,group C,high school,standard,none,59,63,59
male,group D,some college,standard,completed,69,63,62
male,group D,some college,standard,none,52,61,55
female,group C,some high school,standard,none,59,64,67
male,group C,some college,standard,none,64,57,54
female,group D,high school,standard,none,63,72,76
female,group B,some high school,standard,completed,88,98,96
female,group B,some high school,standard,completed,89,92,86
female,group D,master's degree,free/reduced,none,58,74,78
male,group D,master's degree,standard,completed,76,73,76
female,group C,associate's degree,standard,completed,76,94,95
male,group E,associate's degree,standard,completed,100,95,90
female,group A,bachelor's degree,standard,none,59,68,67
male,group D,some college,standard,completed,71,65,67
female,group D,some college,standard,none,71,75,67
male,group B,master's degree,standard,none,47,49,40
female,group E,associate's degree,standard,none,97,100,100
female,group D,high school,standard,none,74,69,72
male,group C,high school,free/reduced,none,62,58,58
female,group D,some high school,standard,none,70,72,72
male,group D,high school,free/reduced,completed,54,58,62
female,group D,some college,standard,none,72,70,74
female,group A,some college,standard,completed,75,75,81
female,group C,some college,standard,none,87,98,91
male,group E,bachelor's degree,standard,none,78,71,66
male,group A,associate's degree,standard,completed,96,83,82
female,group D,associate's degree,standard,completed,91,91,100
male,group C,associate's degree,standard,none,67,58,59
male,group B,master's degree,standard,completed,74,75,75
male,group B,associate's degree,standard,completed,97,95,92
male,group D,bachelor's degree,standard,none,83,70,70
female,group B,master's degree,free/reduced,none,40,62,59
male,group B,some college,standard,none,89,85,84
male,group D,bachelor's degree,standard,none,71,66,67
female,group B,high school,free/reduced,none,63,66,66
male,group D,high school,free/reduced,none,74,73,62
male,group B,associate's degree,standard,none,77,71,62
male,group C,some college,standard,none,62,52,54
female,group A,bachelor's degree,standard,none,53,62,67
female,group B,some college,standard,none,67,80,78
male,group C,associate's degree,standard,completed,68,63,61
female,group B,bachelor's degree,standard,completed,77,88,85
female,group E,some college,standard,none,97,98,98
male,group D,associate's degree,standard,none,95,78,80
female,group D,high school,standard,completed,81,90,91
female,group E,bachelor's degree,standard,completed,93,100,100
female,group B,high school,standard,none,59,70,66
male,group B,associate's degree,free/reduced,none,68,72,63
female,group E,high school,standard,completed,87,88,90
male,group B,master's degree,standard,completed,85,77,80
male,group B,some college,standard,completed,83,73,81
male,group B,some college,standard,none,65,68,62
female,group D,associate's degree,free/reduced,completed,77,94,96
female,group C,some high school,standard,completed,88,91,94
male,group C,some college,standard,completed,76,71,77
female,group D,high school,free/reduced,none,33,43,34
male,group C,associate's degree,standard,none,55,51,53
female,group D,high school,standard,none,80,85,86
female,group C,master's degree,free/reduced,none,16,24,27
male,group D,some high school,free/reduced,completed,68,63,64
female,group C,some college,free/reduced,completed,75,92,96
female,group B,some high school,standard,completed,58,68,70
female,group D,some college,free/reduced,none,61,73,79
male,group B,some college,standard,none,75,69,67
male,group B,some college,free/reduced,completed,40,33,32
male,group D,some college,standard,none,68,71,68
female,group E,bachelor's degree,free/reduced,completed,69,74,79
male,group A,some college,standard,none,83,71,81
male,group A,some college,standard,completed,75,76,71
male,group D,high school,standard,completed,66,63,63
male,group D,some college,standard,none,71,58,54
female,group B,high school,free/reduced,none,51,60,56
male,group C,master's degree,standard,completed,83,82,82
female,group B,associate's degree,free/reduced,none,54,63,60
male,group B,some college,standard,completed,69,66,65
male,group E,some college,standard,completed,85,84,78
female,group D,high school,standard,none,92,100,100
male,group E,high school,standard,completed,85,75,70
female,group C,master's degree,standard,completed,59,75,72
male,group D,associate's degree,standard,none,72,68,66
male,group C,some high school,standard,completed,70,66,65
female,group D,high school,standard,none,58,78,73
male,group B,associate's degree,free/reduced,none,58,50,48
female,group E,master's degree,standard,none,94,90,93
female,group C,high school,standard,completed,89,91,96
male,group A,some college,free/reduced,none,52,54,50
female,group B,some high school,standard,none,64,77,76
male,group C,master's degree,standard,completed,82,67,73
male,group C,high school,standard,completed,81,92,86
male,group D,some college,free/reduced,none,51,47,49
male,group D,some college,standard,completed,73,70,65
female,group D,associate's degree,standard,none,90,92,89
male,group E,associate's degree,standard,none,94,77,74
female,group B,some college,free/reduced,none,54,63,57
female,group A,master's degree,standard,completed,67,85,82
female,group C,high school,standard,completed,73,81,90
female,group C,some college,standard,none,62,67,62
female,group B,some high school,free/reduced,none,47,54,48
female,group D,some high school,standard,none,59,66,67
female,group C,bachelor's degree,free/reduced,none,67,90,82
male,group D,master's degree,standard,none,79,83,79
male,group E,high school,free/reduced,completed,85,85,86
male,group C,some high school,standard,completed,57,60,54
female,group C,some college,standard,none,62,65,68
male,group C,some college,free/reduced,none,64,65,54
female,group B,some college,standard,none,63,61,67
female,group D,some college,free/reduced,none,53,52,56
male,group D,some high school,standard,none,60,56,55
male,group E,master's degree,standard,none,90,78,75
female,group C,master's degree,free/reduced,completed,48,63,71
female,group C,high school,standard,none,75,84,80
female,group D,some high school,free/reduced,none,74,79,74
female,group A,some college,standard,none,48,61,59
male,group C,associate's degree,standard,none,40,44,44
female,group C,bachelor's degree,free/reduced,completed,70,70,82
male,group E,associate's degree,standard,none,83,74,75
male,group C,high school,standard,completed,93,92,90
male,group C,some high school,standard,completed,73,65,68
male,group B,high school,free/reduced,completed,60,57,57
female,group D,bachelor's degree,free/reduced,completed,76,96,95
male,group B,some college,free/reduced,completed,85,82,78
male,group C,associate's degree,free/reduced,none,63,68,63
female,group B,some college,standard,none,51,69,64
female,group D,high school,standard,none,72,72,74
male,group E,some college,standard,none,79,72,67
male,group D,bachelor's degree,free/reduced,completed,81,78,82
male,group D,high school,free/reduced,none,58,58,59
female,group B,some college,standard,none,67,74,72
female,group A,high school,free/reduced,none,56,73,70
female,group C,associate's degree,standard,none,58,70,67
male,group C,master's degree,standard,completed,70,67,69
female,group B,associate's degree,standard,none,60,83,84
male,group C,bachelor's degree,free/reduced,none,58,61,52
male,group D,high school,free/reduced,completed,70,82,79
male,group C,some high school,standard,none,74,67,66
male,group D,some college,standard,none,85,77,83
female,group E,high school,standard,completed,90,84,87
female,group B,bachelor's degree,standard,completed,66,79,76
male,group D,bachelor's degree,standard,none,80,73,72
male,group B,some college,standard,completed,78,72,74
female,group C,associate's degree,standard,completed,44,60,60
male,group D,some college,standard,none,53,51,49
male,group B,some college,standard,none,46,55,48
female,group E,some high school,standard,none,78,82,85
male,group C,associate's degree,free/reduced,none,59,62,60
female,group C,some high school,standard,none,31,39,42
female,group C,high school,free/reduced,none,54,73,66
male,group D,some college,free/reduced,completed,68,72,75
male,group D,associate's degree,standard,none,79,67,67
female,group A,some high school,standard,none,67,71,70
female,group C,associate's degree,standard,none,81,87,90
male,group D,bachelor's degree,standard,none,88,80,79
female,group C,associate's degree,standard,completed,73,79,79
male,group C,associate's degree,free/reduced,none,81,79,74
male,group A,high school,standard,none,76,79,75
male,group D,some high school,free/reduced,none,45,42,36
female,group B,associate's degree,free/reduced,none,44,47,53
female,group D,high school,free/reduced,none,73,77,79
male,group B,some college,standard,none,69,67,57
male,group C,some college,standard,completed,78,80,76
male,group C,master's degree,standard,completed,100,97,100
male,group C,some college,standard,completed,80,68,69
male,group C,some college,standard,none,78,80,70
male,group D,associate's degree,standard,none,93,82,84
male,group D,some college,standard,completed,86,86,87
male,group B,some high school,standard,none,63,40,46
male,group B,high school,standard,none,61,55,53
female,group D,high school,standard,completed,66,72,78
male,group D,some college,standard,none,76,80,74
male,group B,some college,standard,none,64,64,59
male,group C,bachelor's degree,standard,none,80,60,66
male,group C,some college,standard,none,50,47,44
female,group A,associate's degree,standard,completed,69,74,82
female,group C,some college,standard,none,63,78,70
female,group C,some high school,standard,completed,56,68,64
male,group B,some college,standard,none,88,92,87
female,group D,some high school,standard,none,52,59,67
male,group D,some college,free/reduced,completed,44,43,45
female,group B,some college,free/reduced,none,70,73,71
male,group D,some high school,free/reduced,none,71,71,68
male,group C,some college,standard,none,62,61,50
female,group D,high school,standard,completed,57,80,75
female,group E,high school,free/reduced,completed,80,95,95
male,group C,bachelor's degree,free/reduced,none,75,67,66
male,group C,some college,standard,none,89,76,70
female,group C,associate's degree,standard,none,59,80,74
female,group B,high school,free/reduced,completed,48,63,57
female,group C,bachelor's degree,standard,none,79,86,83
male,group C,some high school,standard,completed,72,73,74
female,group B,high school,standard,completed,66,77,80
male,group B,master's degree,standard,completed,70,79,82
male,group D,some college,standard,none,74,77,74
female,group B,bachelor's degree,standard,completed,80,84,87
male,group E,high school,standard,none,85,74,65
male,group D,bachelor's degree,free/reduced,completed,48,48,54
male,group B,master's degree,standard,none,48,53,54
